DATE,CSUSHPISA,EM%,GDP(billion),FDI % of GDP,DRSRET100S(%),Per capita($),DJAI Close,Fed spending % of GDP,HAI,Inflation Value,MORTGAGE30US,PERMIT(Thousands),"Crime per 100,000"
2015-07-01,172.14700000000002,59.3,18306.96,0.23577371666295224,4.17,49056.0,17689.86,0.5330104736587642,153.9,0.17,4.046,1140.0,373.7
2015-08-01,172.954,59.4,18306.96,0.23577371666295224,4.17,49056.0,16528.03,0.5330104736587642,158.9,0.2,3.9050000000000002,1165.0,373.7
2015-09-01,173.84799999999998,59.2,18306.96,0.23577371666295224,4.17,49056.0,16284.7,0.5330104736587642,165.2,-0.0,3.89,1144.0,373.7
2015-10-01,174.81099999999998,59.3,18332.079,0.16083282207108096,3.87,49238.0,17663.54,0.5322801315034725,168.4,0.17,3.7960000000000003,1160.0,373.7
2015-11-01,175.755,59.4,18332.079,0.16083282207108096,3.87,49238.0,17719.92,0.5322801315034725,168.9,0.5,3.9425,1244.0,373.7
2015-12-01,176.55599999999998,59.6,18332.079,0.16083282207108096,3.87,49238.0,17425.03,0.5322801315034725,164.2,0.73,3.964,1212.0,373.7
2016-01-01,177.291,59.7,18425.306,0.16926177508259563,3.63,49382.0,16466.3,0.5430776173147572,171.9,1.37,3.8725,1161.0,397.5
2016-02-01,177.658,59.8,18425.306,0.16926177508259563,3.63,49382.0,16516.5,0.5430776173147572,174.8,1.02,3.66,1187.0,397.5
2016-03-01,178.18900000000002,59.8,18425.306,0.16926177508259563,3.63,49382.0,17685.09,0.5430776173147572,171.2,0.85,3.694,1114.0,397.5
2016-04-01,178.804,59.7,18611.617,0.20717168207362102,3.45,49562.0,17773.64,0.5376411561002626,164.9,1.13,3.605,1158.0,397.5
2016-05-01,179.47299999999998,59.7,18611.617,0.20717168207362102,3.45,49562.0,17787.2,0.5376411561002626,161.1,1.02,3.6,1196.0,397.5
2016-06-01,180.135,59.7,18611.617,0.20717168207362102,3.45,49562.0,17929.99,0.5376411561002626,155.3,1.0,3.568,1208.0,397.5
2016-07-01,180.875,59.8,18775.459,0.20741437000288518,3.23,49932.0,18432.24,0.5329494890524541,159.8,0.83,3.44,1190.0,397.5
2016-08-01,181.893,59.8,18775.459,0.20741437000288518,3.23,49932.0,18400.88,0.5329494890524541,163.1,1.06,3.435,1205.0,397.5
2016-09-01,182.857,59.7,18775.459,0.20741437000288518,3.23,49932.0,18308.15,0.5329494890524541,166.4,1.46,3.46,1280.0,397.5
2016-10-01,183.768,59.7,18968.041,0.17352345453070245,3.17,50348.0,18142.42,0.5275384675083368,170.7,1.64,3.47,1278.0,397.5
2016-11-01,184.753,59.7,18968.041,0.17352345453070245,3.17,50348.0,19123.58,0.5275384675083368,168.8,1.69,3.77,1236.0,397.5
2016-12-01,185.692,59.7,18968.041,0.17352345453070245,3.17,50348.0,19762.6,0.5275384675083368,163.1,2.07,4.198,1252.0,397.5
2017-01-01,186.778,59.9,19153.912,0.18937123653904225,2.85,51008.0,19864.09,0.517325539769845,164.1,2.5,4.15,1301.0,394.9
2017-02-01,187.294,59.9,19153.912,0.18937123653904225,2.85,51008.0,20812.24,0.517325539769845,163.4,2.74,4.1675,1240.0,394.9
2017-03-01,188.03,60.2,19153.912,0.18937123653904225,2.85,51008.0,20663.22,0.517325539769845,161.5,2.38,4.196,1285.0,394.9
2017-04-01,188.812,60.2,19322.92,0.22558184787806398,2.73,51515.0,20940.51,0.5128007497885471,159.8,2.2,4.045,1258.0,394.9
2017-05-01,189.723,60.1,19322.92,0.22558184787806398,2.73,51515.0,21008.65,0.5128007497885471,157.2,1.87,4.01,1209.0,394.9
2017-06-01,190.626,60.1,19322.92,0.22558184787806398,2.73,51515.0,21349.63,0.5128007497885471,147.8,1.63,3.904,1329.0,394.9
2017-07-01,191.546,60.2,19558.693,0.23355855117721827,2.74,52024.0,21891.12,0.506619121436392,151.2,1.73,3.9675000000000002,1264.0,394.9
2017-08-01,192.775,60.1,19558.693,0.23355855117721827,2.74,52024.0,21948.1,0.506619121436392,153.8,1.94,3.88,1314.0,394.9
2017-09-01,193.827,60.4,19558.693,0.23355855117721827,2.74,52024.0,22405.09,0.506619121436392,159.9,2.23,3.8049999999999997,1257.0,394.9
2017-10-01,194.801,60.1,19882.965,0.2569586578259329,2.68,52695.0,23377.24,0.49835665174203697,162.7,2.04,3.895,1346.0,394.9
2017-11-01,195.881,60.1,19882.965,0.2569586578259329,2.68,52695.0,24272.35,0.49835665174203697,160.8,2.2,3.9219999999999997,1302.0,394.9
2017-12-01,197.043,60.1,19882.965,0.2569586578259329,2.68,52695.0,24719.22,0.49835665174203697,161.2,2.11,3.95,1309.0,394.9
2018-01-01,198.172,60.2,20143.716,0.21370436318701078,2.57,53340.0,26149.39,0.476336727916444,164.3,2.07,4.032500000000001,1352.0,383.4
2018-02-01,199.133,60.4,20143.716,0.21370436318701078,2.57,53340.0,25029.2,0.476336727916444,161.4,2.21,4.33,1332.0,383.4
2018-03-01,200.03,60.4,20143.716,0.21370436318701078,2.57,53340.0,24103.11,0.476336727916444,152.3,2.36,4.444,1407.0,383.4
2018-04-01,200.868,60.4,20492.492,0.2630768380927025,2.39,53867.0,24163.15,0.4682296212446061,147.1,2.46,4.4675,1391.0,383.4
2018-05-01,201.682,60.5,20492.492,0.2630768380927025,2.39,53867.0,24415.84,0.4682296212446061,142.4,2.8,4.586,1331.0,383.4
2018-06-01,202.485,60.5,20492.492,0.2630768380927025,2.39,53867.0,24271.41,0.4682296212446061,137.7,2.87,4.57,1320.0,383.4
2018-07-01,203.097,60.6,20659.102,0.26384496286431036,2.21,54471.0,25415.19,0.46445347757700794,140.3,2.95,4.5275,1328.0,383.4
2018-08-01,203.865,60.3,20659.102,0.26384496286431036,2.21,54471.0,25964.82,0.46445347757700794,142.3,2.7,4.55,1264.0,383.4
2018-09-01,204.421,60.4,20659.102,0.26384496286431036,2.21,54471.0,26458.31,0.46445347757700794,147.5,2.28,4.6274999999999995,1289.0,383.4
2018-10-01,205.025,60.5,20813.325,0.2509017660561203,2.1,54940.0,25115.76,0.46101196072795286,147.1,2.52,4.83,1275.0,383.4
2018-11-01,205.453,60.5,20813.325,0.2509017660561203,2.1,54940.0,25538.46,0.46101196072795286,144.3,2.18,4.866,1318.0,383.4
2018-12-01,205.83,60.5,20813.325,0.2509017660561203,2.1,54940.0,23327.46,0.46101196072795286,146.6,1.91,4.6375,1338.0,383.4
2019-01-01,206.213,60.7,21001.591,0.22396874598691116,2.02,55619.0,24999.67,0.4690352005459615,153.9,1.55,4.464,1295.0,380.8
2019-02-01,206.649,60.7,21001.591,0.22396874598691116,2.02,55619.0,25916.0,0.4690352005459615,157.1,1.52,4.37,1304.0,380.8
2019-03-01,207.209,60.7,21001.591,0.22396874598691116,2.02,55619.0,25928.68,0.4690352005459615,153.4,1.86,4.265,1316.0,380.8
2019-04-01,207.928,60.6,21289.268,0.23838771722916918,1.9,55885.0,26592.91,0.46269723536146284,153.3,2.0,4.1425,1337.0,380.8
2019-05-01,208.626,60.6,21289.268,0.23838771722916918,1.9,55885.0,24815.04,0.46269723536146284,150.8,1.79,4.072,1337.0,380.8
2019-06-01,209.112,60.7,21289.268,0.23838771722916918,1.9,55885.0,26599.96,0.46269723536146284,152.0,1.65,3.8024999999999998,1276.0,380.8
2019-07-01,209.633,60.8,21505.012,0.22857927259003624,1.76,56170.0,26864.27,0.458055333634283,155.5,1.81,3.765,1369.0,380.8
2019-08-01,210.357,60.8,21505.012,0.22857927259003624,1.76,56170.0,26403.28,0.458055333634283,160.0,1.75,3.6159999999999997,1479.0,380.8
2019-09-01,210.998,60.9,21505.012,0.22857927259003624,1.76,56170.0,26916.83,0.458055333634283,164.9,1.71,3.605,1439.0,380.8
2019-10-01,211.606,60.9,21694.458,0.24467078181902494,1.7,56650.0,27046.23,0.45405538347486074,163.6,1.76,3.6879999999999997,1509.0,380.8
2019-11-01,212.43,61.0,21694.458,0.24467078181902494,1.7,56650.0,28051.41,0.45405538347486074,163.8,2.05,3.6950000000000003,1509.0,380.8
2019-12-01,213.372,61.0,21694.458,0.24467078181902494,1.7,56650.0,28538.44,0.45405538347486074,161.7,2.29,3.72,1453.0,380.8
2020-01-01,214.41,61.1,21481.367,0.1519968445211145,1.75,57179.0,28256.03,0.678187027142067,167.7,2.49,3.624,1550.0,398.5
2020-02-01,215.474,61.1,21481.367,0.1519968445211145,1.75,57179.0,25409.36,0.678187027142067,175.6,2.33,3.4650000000000003,1478.0,398.5
2020-03-01,216.632,59.9,21481.367,0.1519968445211145,1.75,57179.0,21917.16,0.678187027142067,167.7,1.54,3.45,1382.0,398.5
2020-04-01,217.495,51.3,19477.444,0.14055232298447373,1.96,61682.0,24345.72,0.7479618180228217,182.7,0.33,3.306,1094.0,398.5
2020-05-01,217.801,52.8,19477.444,0.14055232298447373,1.96,61682.0,25383.11,0.7479618180228217,180.0,0.12,3.2325,1246.0,398.5
2020-06-01,218.36,54.6,19477.444,0.14055232298447373,1.96,61682.0,25812.88,0.7479618180228217,173.3,0.65,3.1625,1296.0,398.5
2020-07-01,219.915,55.2,21138.574,0.20969247972923813,2.19,59865.0,26428.32,0.6891848250822264,170.8,0.99,3.016,1542.0,398.5
2020-08-01,222.704,56.5,21138.574,0.20969247972923813,2.19,59865.0,28430.05,0.6891848250822264,165.8,1.31,2.935,1522.0,398.5
2020-09-01,225.908,56.6,21138.574,0.20969247972923813,2.19,59865.0,27781.7,0.6891848250822264,167.2,1.37,2.89,1589.0,398.5
2020-10-01,229.41,57.4,21477.597,0.2209604733713925,2.22,59072.0,26501.6,0.6783060704918572,167.4,1.18,2.834,1595.0,398.5
2020-11-01,232.643,57.4,21477.597,0.2209604733713925,2.22,59072.0,29638.64,0.6783060704918572,168.7,1.17,2.765,1696.0,398.5
2020-12-01,235.604,57.4,21477.597,0.2209604733713925,2.22,59072.0,30606.48,0.6783060704918572,172.5,1.36,2.684,1758.0,398.5
